T5.K4.652.A98542 K6.QJT976.QT7.Q6 432.A.AKJ93.JT73 AQJ987.8532.84.K:65658888888843433232
T85.QT543.QT2.T3 62.96.KJ63.AKJ82 Q93.AKJ2.A754.54 AKJ74.87.98.Q976:A7A7BABA66668787CACA
T82.AT9.AK953.K7 K43.Q864.Q42.432 A95.2.JT76.AT865 QJ76.KJ753.8.QJ9:55555555777721214444
J4.Q7.AJ6432.KT2 A97.AKJ543.K8.Q9 KQT3.T82.Q95.AJ4 8652.96.T7.87653:87776666877744446666
K742.KQJ3..JT542 T65.AT876.J65.Q3 AJ.952.QT743.AK7 Q983.4.AK982.986:44545555444476773333
Q72.A7642.T543.J AKT4.T.J76.QT765 983.Q95.KQ9.AK43 J65.KJ83.A82.982:88879787656566669998
J52.J52.KJT962.2 T3.AKQ8.Q8.A9543 AK84.T763.5.KJT6 Q976.94.A743.Q87:88887777878766769999
K2.KQ963.A8.QT63 A84.7.KJ42.AJ974 Q5.T54.T763.K852 JT9763.AJ82.Q95.:9798BBBB667699A97777
9764.A54.J654.87 T2.973.AKT97.K93 AQJ53.KQT62.3.J4 K8.J8.Q82.AQT652:B7B744444444CACACACA
T9874.T64.T2.Q74 A65.A32.9.KT9652 KJ.KQJ987.QJ853. Q32.5.AK764.AJ83:BBBB99985554A9A9DCDC
AKT83.T2.QT.AQ73 6.A653.J943.T985 Q975.KJ.8652.K42 J42.Q9874.AK7.J6:54543333999976765454
832.J9765.AQ73.K KT.843.K965.J864 J95.KQ.42.QT9532 AQ764.AT2.JT8.A7:AAAAAAAA8787AAAA7777
J632.T843.93.J62 AT84.A9.AJ4.A754 Q95.KQJ5.Q872.93 K7.762.KT65.KQT8:BABAA9A98888BBBBCCCC
J3.KQT5.KJ75.T83 A87642.J6.Q64.AK QT9.984.T2.J9654 K5.A732.A983.Q72:A9A9BBBB9899AAAA7777
J76.Q2.76.AQ5432 K854.AJ53.Q9.KJ6 T9.K864.KT854.97 AQ32.T97.AJ32.T8:BBBBBBBBBABA88888888
874.A.AJT75.AK92 KJ5.QJ96.KQ.QJT3 93.T742.842.8765 AQT62.K853.963.4:9696A9A9A9A965655555
732.A984.AQ95.J3 KT6.KJ73.J.AQ862 Q54.Q52.T864.KT5 AJ98.T6.K732.974:76768888777776769999
A753.Q932.98.QJ4 942.A8.KQJ2.A872 KT.KJT765.A76.K9 QJ86.4.T543.T653:55556666333377777777
K.984.AJ.AKJ7653 AQ653.52.T8752.9 T9.KQT.Q643.QT82 J8742.AJ763.K9.4:63639899878777772222
Q752.5.KJ952.J76 T3.AJT87632.7.K3 984.K94.Q43.AT92 AKJ6.Q.AT86.Q854:66667677BBBB66667776
AKQJ965.Q3.3.Q72 743.KJ94.AKQT.86 T.A52.9864.KT943 82.T876.J752.AJ5:55553233989888884244
K9654.J8.T9.QT63 T8.54.AQJ543.K82 A2.AQ632.8762.97 QJ73.KT97.K.AJ54:99997777777799998888
A87.Q872.642.KQ2 QT94.4.KJ95.9853 653.KT5.Q73.AJT4 KJ2.AJ963.AT8.76:87879999888899998787
J.K532.QJ986.AK6 AT543.A94.K2.Q94 KQ96.QJ86.T5.J32 872.T7.A743.T875:54447676544465656666
AKQ9.Q94.AJT5.Q9 843.A3.9874.J852 72.T87652.632.AT JT65.KJ.KQ.K7643:65765555333344448787
AJT2.974.T.AJ754 Q863.KJT3.J72.Q8 4.Q85.K986543.K3 K975.A62.AQ.T962:88888888878755657676
8.KT2.T642.AK743 AJT653.Q74.Q.JT8 KQ974.98.K7.Q652 2.AJ653.AJ9853.9:76767676BABA99A95454
AKJ53.3.874.T963 QT64.AQ87.AQJ3.2 987.T942.K96.AKJ 2.KJ65.T52.Q8754:77775555999987876666
KJT7632.AQ7.AT8. Q4.K9852.Q752.T8 A85.64.43.KQJ654 9.JT3.KJ96.A9732:42421111877787875555
5.AQT6.965.J6432 AQ962.KJ2.QJ.T98 J73.987.AK2.AK75 KT84.543.T8743.Q:55559999545487873333
.J76.KQJ8.AJ9753 98432.A84.9764.2 AKJ76.Q52.52.KT4 QT5.KT93.AT3.Q86:43436566656554543232
K8.KQJ5.QJ53.984 QJ3.T86.742.K752 AT742.A72.A96.QT 965.943.KT8.AJ63:55554444333333336565
AK4.T9.AQ.J98732 J953.A64.95.AKQ4 Q82.QJ32.T842.T6 T76.K875.KJ763.5:86868787767677775555
K7.AT2.Q85.T9543 9654.4.76.AQJ762 J3.KJ865.KJT92.K AQT82.Q973.A43.8:8585BABA444444448888
K73.K.AQT65.KQ74 Q82.954.K972.J65 A9654.QJ.J8.T982 JT.AT87632.43.A3:76764444888833333333
QT.KT843.J93.Q62 32.AQJ52.AQ2.JT7 AJ65.96.T65.AK85 K9874.7.K874.943:77778787777788887777
KQ954.JT86.K6.42 T872.752.Q75.976 AJ3.Q.AT9432.AKT 6.AK943.J8.QJ853:22321111446421216565
AQ9.82.9853.JT32 KJ764.QJ95.2.754 83.AK4.KQT764.K8 T52.T763.AJ.AQ96:55558888999944447777
QT7.54.9843.AKQ2 3.762.AT652.T653 K985.AK8.QJ7.984 AJ642.QJT93.K.J7:54545555969666667575
AK53.AQ965.J93.6 JT96.KJ2..AK8754 Q872.T3.AQ86.J32 4.874.KT7542.QT9:87775454545465659999
K2..J97632.AK754 AQT63.K64.T4.Q32 754.Q73.K85.J986 J98.AJT9852.AQ.T:DBDBDBDCDCDC55556565
T3.AKQ43.KT6.KJ9 AQJ8.97.AQ3.T754 97.J8652.42.A862 K6542.T.J9875.Q3:8474AAAA4343AAAA6455
87.K.Q983.AKQJT5 A.T92.AJ652.9632 KQT9642.AQJ..874 J53.876543.KT74.:44442232989899981111
Q.K3.AKT863.J983 K54.A9864.J.KQT2 JT87.J5.954.A754 A9632.QT72.Q72.6:55559999AAAA65556565
9532.43.AT5.AQT4 KJT8.76.98.KJ865 AQ64.AJ98.KQ42.7 7.KQT52.J763.932:44443333444444447676
Q984.KT6.KQ84.Q8 A62.Q4.J953.7532 T5.J853.T72.AT94 KJ73.A972.A6.KJ6:77778888877787888888
J3.A942.Q965.QJ8 A962.T6.AJT82.KT KQ875.Q7.K4.9653 T4.KJ853.73.A742:77777676989888887777
AKJ9.AQ2.K76.AT4 QT432.J.A94.J952 .KT543.JT53.KQ86 8765.9876.Q82.73:11115444111122221111
T97632.8.AJ.AQ63 5.KJT976.Q982.K7 AJ.A4.KT764.T954 KQ84.Q532.53.J82:65653333888844443232
JT.AT87.85.Q9742 Q87.K2.KJ42.AT53 A632.964.QT97.J8 K954.QJ53.A63.K6:AAA9AAAA999999999999
JT9432.86.98.754 8.T32.A64.KQT863 AK7.KQ974.Q72.AJ Q65.AJ5.KJT53.92:A9A955557777A9A9B9B9
9876.T98.KT82.J5 52.QJ62.Q954.T62 J3.K75.A3.AKQ987 AKQT4.A43.J76.43:65758686667687874444
A6.JT3.QJ985.JT7 KQ542.94.KT4.KQ9 J87.KQ752.A73.85 T93.A86.62.A6432:A6A6A99955555555A8A8
KT53.T4.KQT5.J75 964.Q972.AJ9.KT3 Q872.AK8.8763.A2 AJ.J653.42.Q9864:66664444888854548787
AK.AKQ9652.T43.A 9632.87.AJ52.JT7 JT8.JT.KQ86.K986 Q754.43.97.Q5432:11115454111111115555
T7532.K95.K2.982 .J832.Q974.AT743 KQJ984.QT64.A.QJ A6.A7.JT8653.K65:777754546666BABAAAAA
A3.T98.K54.Q8765 KT976.K.AJ97.AJ2 Q42.J653.83.T943 J85.AQ742.QT62.K:BBBBBBBBBBBBCCCC9898
9752.KT754.2.K65 QJ84.8.KJ73.AT83 AKT6.632.854.Q97 3.AQJ9.AQT96.J42:999866667776BBBB9999
T64.QJ.A53.QJ632 AJ983.A7.JT6.AT7 Q2.98652.Q84.985 K75.KT43.K972.K4:CCCCCCCCAAAACCCCA9A9
T8.J964.AK6.T732 Q97532.A.982.AJ5 AJ4.QT75.QJ.KQ84 K6.K832.T7543.96:54547777555586865454
QJ.K54.AKQ5432.9 843.QJ2..QT65432 K65.AT7.876.AKJ8 AT972.9863.JT9.7:10106454434310105454
98643.A97.AJ2.76 AKT52.KQJ4.73.95 7.8653.T64.KQ843 QJ.T2.KQ985.AJT2:A9A9A9A9989898988888
AK8652.K84.QJ2.Q Q97.53.T943.AT98 T3.AJ7.A5.J76543 J4.QT962.K876.K2:44544343556566764444
AJT98.J.J9743.85 K3.AQT954.AKT2.7 4.K87632.6.QT632 Q7652..Q85.AKJ94:BBBBAAAAA9A9A9A9AAAA
T864.AJ53.AJ2.QJ KJ75.K2.KT4.9743 AQ932.T96.96.K86 .Q874.Q8753.AT52:65554444555588888888
64.J852.T82.QJ86 AKQ7.QT643.QJ.92 T982.AK.K5.AT753 J53.97.A97643.K4:97979898989899995555
AJ53.AKQT2.A.853 T42.953.KQ4.Q974 KQ96.8.T9765.J62 87.J764.J832.AKT:43433131333364646464
92.AQ.KT97.AKJT3 JT.K974.Q852.Q85 AK643.J32.43.972 Q875.T865.AJ6.64:54545555655555553333
KT76.T2.Q9.AJT72 Q543.KJ6.AKJT7.K J8.Q853.52.98643 A92.A974.8643.Q5:BBBBAAAABBBBCBCB6666
A652.JT4.A543.JT QJ973.K763.J.K42 K84.Q52.KT762.A3 T.A98.Q98.Q98765:76767777777744449999
762.8765.97.AK74 AKQ93.Q4.QJT8.32 T854.AJ.AK5.JT86 J.KT932.6432.Q95:66666666777788884444
KQJ.A2.KQ43.QJT9 AT9742.4.A92.765 865.KQJT765.86.8 3.983.JT75.AK432:54548888535386869999
Q987.K873.A53.A5 JT32.92.J87.T643 K65.AQJ4.KQT.K98 A4.T65.9642.QJ72:22222222111133335555
K96.QJ96.765.QT7 AJT4.K75.T8.KJ93 73.AT42.AQJ2.A62 Q852.83.K943.854:77769888555576668777
652.AQT3.KJ5.AJ4 J9743.8.763.KT95 T.K942.Q982.Q762 AKQ8.J765.AT4.83:76769898433354545555
T73.J84.865.AK72 J962.9.AQJ74.J85 Q854.AQT6.932.93 AK.K7532.KT.QT64:989888888787999999A9
Q72.KT42.Q6.JT42 9.AQJ863.AT5.K98 K863.75.J742.AQ7 AJT54.9.K983.653:77778888988899988886
AT94.65.A52.Q943 65.AJ2.Q76.AK752 J32.KQ87.KJ93.T6 KQ87.T943.T84.J8:54545454767554546666
54.AQJ.J9.K97542 T8763.9765.Q32.J AK92.T.T64.AQT63 QJ.K8432.AK875.8:52526666777776762222
K753.JT92.J2.AJT T8.86.KQ986.KQ96 9642.AKQ7543.5.3 AQJ..AT743.87542:656543433333CBCBBBBB
JT852.J.Q642.T94 K97.AT42.85.AK86 A3.Q98763.JT93.2 Q64.K5.AK7.QJ753:BBBB999988889898CCCC
AKQ74.K762.J54.7 T6.A54.KQ76.AJ95 82.JT93.T98.K843 J953.Q8.A32.QT62:86887677656598989999
Q62.AT.74.AJ8532 KJT4.KJ5.965.Q76 95.Q4.AKJT8.KT94 A873.987632.Q32.:4444A999999943532222
AT2.K6.AQ74.AKJ3 Q8.AJ9543.T.8652 54.Q82.J8532.QT7 KJ9763.T7.K96.94:22226666656511113333
95.AKJ54.T742.63 KQ32.862.Q63.Q94 AJ8.973.AK.KT875 T764.QT.J985.AJ2:43436666333355553333
AKT952..QJ75.AK7 43.AJ6532.T3.J42 Q7.K987.A9842.Q3 J86.QT4.K6.T9865:22221111555511115555
K.J9754.AQ.AJ962 Q6.Q8.J97.QT8754 AT98753.AT6.65.3 J42.K32.KT8432.K:42423232313177775555
T85.KQ3.AKJ65.97 A9.AJ9876542.7.A QJ764.T.T98.QT32 K32..Q432.KJ8654:55756666BABA75768888
85.T832.753.K973 T973.6.AK9642.54 AQ64.QJ974.8.AJ8 KJ2.AK5.QJT.QT62:A9A999995555BABA7777
64.K98.Q53.AJ943 AQJ52.J542..QT85 K7.AQ6.JT762.K62 T983.T73.AK984.7:66669888767655555555
76.K84.AKJ754.32 AK9.AQJ3.9.KQJ75 QJ3.T97652.T62.8 T8542..Q83.AT964:9799BBBB77776666CBCB
6.KQJ743.QT2.754 QT854.AT6.K8.982 A9.82.AJ9543.QJ6 KJ732.95.76.AKT3:9494A9A9335333438797
KT8.75.K94.AQT43 AQ432.86.J872.96 976.AJT42.A5.872 J5.KQ93.QT63.KJ5:54557666555587884343
KJT98.T76.954.Q2 6.8543.86.AKJ975 A74.QJ92.J32.864 Q532.AK.AKQT7.T3:D8DA8888A9A9DCDCDCDC
T9652.K65.J74.AT AK.Q742.T3.KJ862 QJ84.J93.AK92.43 73.AT8.Q865.Q975:87876666999966669999
AJ974.T7.87.A983 KQ.K643.J5.QJT42 T63.QJ98.AKT2.65 852.A52.Q9643.K7:76765454767677777777
862.J7632.T76.JT KQJ5.K8.J983.973 A973.QT9.KQ2.652 T4.A54.A54.AKQ84:BBBBBBBB8888AAAACBCB
KJT7.84.A873.JT5 A5432.65.Q5.KQ43 96.AQJ72.JT64.96 Q8.KT93.K92.A872:77778888666666659999
96.AKQ.K62.87542 KJ.942.Q543.AQT9 AQ852.J8753.J7.6 T743.T6.AT98.KJ3:65654444333388887676
KT.K93.AT975.AQ2 J432.QT8.K864.T8 Q96.J762.J2.KJ53 A875.A54.Q3.9764:44447676444454544444
J983.872.642.AK7 A.K9.AKJT7.96543 KQ72.QJT3.Q5.QT2 T654.A654.983.J8:888866667676BABAA9A9
AT764.T42.J7.A52 Q9.K953.AQT.QJT4 8532.QJ86.954.83 KJ.A7.K8632.K976:B8B886868888BBBBBBBB
K974.9752.K9.AJ6 AQ653.T83.A2.Q42 2.K6.QJT873.KT93 JT8.AQJ4.654.875:87878888889844447464
AQ85.5.J954.8642 T642.JT972.7.QJ7 KJ.863.AKQT862.A 973.AKQ4.3.KT953:51514141868611118686
T7.87653.62.A832 J83.JT2.J3.Q7654 AK964.KQ.QT87.KT Q52.A94.AK954.J9:66666565656565757676
QJ42.62.K643.T43 65.Q73.QJ5.QJ865 T7.AK98.AT98.K92 AK983.JT54.72.A7:66666676778755557777
KQT.Q53.JT7.J654 A9875.K842.Q6.32 J632.AJT6.942.K8 4.97.AK853.AQT97:989877778897AAAAAAAA
AT8.A863.KT76.83 7643.94.83.T9642 Q952.JT7.Q52.AQ7 KJ.KQ52.AJ94.KJ5:44445454444454547777
A4.J82.AKQ72.QT2 K983.Q63.T54.973 Q65.K954.J983.KJ JT72.AT7.6.A8654:44447777545444447676
A32.KJ832.Q2.765 T864.T4.K63.AJT3 KQ75.A6.JT74.K42 J9.Q975.A985.Q98:55555555555555556666
AT.QJ8.A96.AJT94 98754.K2.8432.KQ KQ2.T6543.QJ.862 J63.A97.KT75.753:44447777333366663333
AQ943.J54.Q5.642 T82.A762.K8.T985 76.KT983.A43.KJ3 KJ5.Q.JT9762.AQ7:86766666556599999787
KQ85.Q63.K742.98 64.AJ542.9653.A7 AJ7.97.QT8.KJT32 T932.KT8.AJ.Q654:87876666999966666665
K9.K652.J93.A832 AQ5.T84.AQ86.K96 JT8762.QJ.72.QJ7 43.A973.KT54.T54:88886666888899997777
KQT32.KQ43.62.95 .AT8.9875.QJ8432 AJ9.J9765.43.AK6 87654.2.AKQJT.T7:666644445555BABAAAAA
.KQ732.2.KQ98632 A8764.AT9.KQ87.J KQ932.85.A95.AT7 JT5.J64.JT643.54:54547676222287881111
AK2.AJ92.84.T975 J6.KT64.AJ6.K632 987.Q5.KT973.Q84 QT543.873.Q52.AJ:87878898878776767776
QT42.KT96.J94.AK J98765.Q8.T7.Q72 K3.J54.AQ63.T954 A.A732.K852.J863:54546666656565656666
J9.Q32.K854.AQ75 KT763.J9.QT32.J6 A854.T654.7.K984 Q2.AK87.AJ96.T32:76767777666688885555
K65.985.T6.97632 AJ4.A632.Q9842.K QT987.Q.AK75.Q85 32.KJT74.J3.AJT4:AAA96666AAAAAAA97777
93.KQT985.JT32.9 AK8.AJ6.AK9875.7 Q.3.Q64.AKQT6543 JT76542.742..J82:A5A5CCCC888899995454
95.J764.97.T9862 6.KQ983.K842.A54 AKJT832.A.QT6.Q3 Q74.T52.AJ53.KJ7:A8A85555BBBBBBBB9999
A975.Q9.AQ86.QT7 T6.JT.KT52.96542 QJ3.AK863.J7.AK3 K842.7542.943.J8:00000000000022222222
J43.T87532.QJ3.6 A.KQJ94.A7654.42 KQ9852.6.T82.Q73 T76.A.K9.AKJT985:DDDD7777B9B9CCCCDDDD
K.KQ865.T87653.6 AJ764.J9.Q942.JT 9852.742.A.Q9752 QT3.AT3.KJ.AK843:BABABBBB87878688A9A9
A97.K3.AK876.J75 Q6543.Q6.Q5.A643 KJ.JT954.T932.T9 T82.A872.J4.KQ82:55557777545432327777
KJ9832.42.T7.753 76.AK53.K654.A92 AT5.T6.Q832.QT84 Q4.QJ987.AJ9.KJ6:B7B77777BBBBAAAA9999
A9653.Q2.T8752.J J.AJ7654.KQJ6.85 KT84.K9.A93.QT94 Q72.T83.4.AK7632:66664444AAAA55558787
6.87543.AT872.K8 QT8752.A96.Q.A43 AK3.KQ2.KJ65.J95 J94.JT.943.QT762:52528888222222227777
AT3.AQ875.T53.Q5 9.J94.J72.J98632 QJ862.T.AK984.A7 K754.K632.Q6.KT4:22522222334311116565
AJ82.864.963.J85 T94.AT32.T5.AT96 KQ6.KQ9.Q842.K32 753.J75.AKJ7.Q74:77776666777777768787
T6.Q963.T9764.K8 A974.A542.83.532 KQ52.J8.AQ.AQJ74 J83.KT7.KJ52.T96:55556665656555555554
QJ7.Q9.KJT943.K9 98.AJ84.62.AQ643 K65432.K2.AQ75.T AT.T7653.8.J8752:77774343AAAA3333BABA
T.98753.KT987.A6 AKQ.A64.AJ3.KT73 J976432.K.Q64.Q5 85.QJT2.52.J9842:CAC8766698987676CAAA
QJ9.A8532.AQ6.92 6.J64.T42.KT8754 AT74.KT7.KJ95.J3 K8532.Q9.873.AQ6:66664444434344447777
976.AQ965.Q2.A64 54.J83.J83.Q7532 AKQ3.K42.K965.J8 JT82.T7.AT74.KT9:32323333222255556666
Q87.AJ52.Q3.J854 JT54.T8743.A7.T6 A96.KQ6.9842.K32 K32.9.KJT65.AQ97:77879999777799998888
T832.T6.KJ9.Q963 QJ74.7432.T865.4 K965.8.AQ732.K75 A.AKQJ95.4.AJT82:88885555DCDC76769797
A.AQJ76.AJ73.KQ8 K72.54.QT54.AT73 Q9864.98.K96.J52 JT53.KT32.82.964:43444444333322224344
5.J974.KQT72.AK8 AQ9832.62.J96.J3 KT76.KT53.A54.92 J4.AQ8.83.QT7654:54547777333343437777
T875432.J42.2.KJ K9.Q83.Q97654.A3 AQ.A7.AJT3.T9852 J6.KT965.K8.Q764:74733131777777775555
A3.J875.984.AT93 KQJ985..T72.J872 T.AK932.AKJ53.K4 7642.QT64.Q6.Q65:31318787111121114242
A653.A5.A542.A76 QJ97.KJ.KJ6.J982 T.987643.Q93.KT5 K842.QT2.T87.Q43:66667777434354545555
K82.J93.KJ76.Q96 JT743.K.Q3.AT854 AQ.Q86542.T9852. 965.AT7.A4.KJ732:8888A9A933334343AAAA
QJ.K872.T.JT8752 K2.J963.K92.A963 T985.T.AQJ765.Q4 A7643.AQ54.843.K:88889897AAA887867676
AQ7.A.J96542.T93 T5432.KT875..752 K8.Q9432.AKQT3.J J96.J6.87.AKQ864:63638787555510108888
T.K876.A842.T982 AKQ5.AQT.T9.A765 832.J.QJ73.KQJ43 J9764.95432.K65.:9898BABBA9BA54654444
QJ97.7654.543.AQ KT.QT83.AT62.864 A8643.A92.87.KT9 52.KJ.KQJ9.J7532:44444444555577777777
AQT8.Q74.T7643.7 J2.AJ83.J952.T53 9743.5.AKQ.K8642 K65.KT962.8.AQJ9:98985454AAAA65657777
5.AQJ9.KQT53.K76 KT2.73.J42.JT943 AQJ97.T54.A87.Q5 8643.K862.96.A82:11112222111110114444
654.J8652.T865.Q .943.AKQJ42.AJ83 QJ872.QT7.3.KT72 AKT93.AK.97.9654:CCCC99999999CCCCBBBB
53.KQ42.QT4.KQ53 AK8762.A8.AJ93.T QJ.T9753.65.A986 T94.J6.K872.J742:B9B9BBBB6565CCCC6666
J96.A7.KT32.KQ87 AT53.J986.95.T42 Q8.532.AJ87.A965 K742.KQT4.Q64.J3:44447777777733333333
32.87.QT52.AT965 AJ975.T4.J96.K83 64.AKJ9532.A874. KQT8.Q6.K3.QJ742:55549998333233327777
Q9.Q984.J843.A85 T8743.T6.AKQ65.4 A2.KJ32.T.JT9762 KJ65.A75.972.KQ3:A7A8B9B95454B9B94444
8643.T3.AT54.Q83 J52.J964.KJ932.2 Q7.AKQ75.Q7.AJ97 AKT9.82.86.KT654:66667777555566765565
Q653.Q4.AKJ94.73 T4.K2.Q73.AQJ542 K987.AJ53.86.T96 AJ2.T9876.T52.K8:88884444766655558787
T87.AJ4.765.T942 J62.KQ98.AKQ4.Q7 4.7632.J92.AJ865 AKQ953.T5.T83.K3:BBBBBBBBB9A9CBCB7777
73.AJ53.54.J9652 6.982.KQJT976.A3 KQJT9.KT.A82.K74 A8542.Q764.3.QT8:83834444545488885454
9843.JT93.AK9.Q7 K.K865.QJT654.J9 AT76.AQ7.8732.T6 QJ52.42..AK85432:7777666677766666A9A9
AJ94.AT76.42.A75 73.J53.AT63.KT42 QT62.KQ84.KQJ7.9 K85.92.985.QJ863:42421111111142426666
T973.AQ82.T983.5 AKQ86.6.A.AKQT42 J.JT4.QJ62.J9873 542.K9753.K754.6:8888AAAA777755559999
QT9732.Q.A6.A852 A.AJT98532.Q4.KQ K86.K7.KJT952.J4 J54.64.873.T9763:42423232999932326565
85.T.JT98742.QJ6 AK73.764.A6.T982 JT92.AJ52.KQ5.K5 Q64.KQ983.3.A743:96969999AAAA4444AAAA
96.AK.K862.AKQJ3 KT543.QT3.Q975.5 J8.J8752.T.97642 AQ72.964.AJ43.T8:66669999545498983333
85.T963.8.A87542 JT94.A8.K96.KT96 K7632.Q2.QJ42.Q3 AQ.KJ754.AT753.J:AAAAAAAABBBBBBBB9898
QJ9.A865.K865.95 T754.74.AT2.KJT8 AK32.KT32.4.Q743 86.QJ9.QJ973.A62:77776666444488887676
A9.AK5.T8642.652 86543.J72.AJ5.JT T7.QT963.Q.KQ743 KQJ2.84.K973.A98:76769999444477774444
6542.874.95.JT42 QJT9.T65.KQ.Q853 AK7.AQ93.8764.97 83.KJ2.AJT32.AK6:AAAAA9A99999AAAA9999
97.AKT987.T64.Q9 A.542.KQJ75.KT64 QJ852.3.A932.872 KT643.QJ6.8.AJ53:9999777777779999A9A9
953.AT73.J54.AT3 T2.Q92.K863.J942 KQJ4.65.AQT2.Q86 A876.KJ84.97.K75:54444444555544445555
QJT92.5.KQ9872.5 K6.KQ93.A53.T842 A87543.T76..Q973 .AJ842.JT64.AKJ6:AAA72222BBBB8885AAAA
983.Q9.J6.KQ8643 J76.J6543.KQT.95 AKQT5.T2.A94.A72 42.AK87.87532.JT:51512121888887872121
Q94.AJ92.73.9532 K6.K843.T6.A8764 82.QT5.AKQJ94.QJ AJT753.76.852.KT:85559999666655558787
64.JT54.A.KQT872 J5.972.KJT4.9543 AKQ872.AK86.63.J T93.Q3.Q98752.A6:21211111111177771111
QJT76.T6.J62.832 A2.QJ842.A.AKQ94 K954.A9.KT953.J7 83.K753.Q874.T65:B8B86666CBCB7777BBBB
AT9765.K7.KQ86.T J4.Q83.JT43.9432 8.6542.A5.AKQJ85 KQ32.AJT9.972.76:32323333544443432222
AT3.KQ852.72.T83 QJ65.AJ63.K.9542 K92..AQJT864.AKJ 874.T974.953.Q76:22213333555522214333
AQJ3.K84.T76.KQ3 K876..KJ93.AJ985 9.JT9752.Q8.T764 T542.AQ63.A542.2:9899BABB6666BABA8888
A96.K65.732.J832 K82.Q982.Q96.AQ7 QJ.JT73.AT854.KT T7543.A4.KJ.9654:77779898777766667777
K752..98543.K984 93.QT854.KQ6.AT3 84.K7632.AT7.765 AQJT6.AJ9.J2.QJ2:BBBBA9AAAAAA9798A9A8
J872.Q42.K73.JT5 Q54.AJT75..AKQ97 K93.K86.AT54.863 AT6.93.QJ9862.42:A898A9A9AAAA9999AAAA
J63.542.743.Q974 Q87.AQT9763.T98. AT952.J.AKQJ.J82 K4.K8.652.AKT653:98985555B9B974747777
AQ6.KT964.Q5.J54 83.7.AT9732.AKQ7 KT9742.AQ32.K4.8 J5.J85.J86.T9632:62622121212199999898
J9732.94.KJ85.T5 AT54.Q873.T632.2 6.AKT.974.AQJ984 KQ8.J652.AQ.K763:66667777889866664444
A93.K93.A542.QT3 KJ84.6.K76.AK654 7.QJT52.QT93.872 QT652.A874.J8.J9:8787BBBB656565659898
73.AKJ5.KQT.A653 Q6.Q862.9654.QJT AKJ952.T74.J.972 T84.93.A8732.K84:32323232434366664343
8.Q76.AQT954.732 KT4.AK954.876.KJ AJ9753..J3.T9865 Q62.JT832.K2.AQ4:86866565A9A955554444
AK98.642.AJ84.A6 Q3.KQJ75.T52.K72 J52.A83.Q73.T943 T764.T9.K96.QJ85:55555454767655556565
6432.9865.J4.A98 Q9.AKQ3.QT732.Q4 KJT85.J742.A9.T3 A7.T.K865.KJ7652:B9B777777777BBBBBBBB
852.AQ.AKT.KJ854 AQ9.J32.Q9732.Q9 KT6.T984.J854.73 J743.K765.6.AT62:66667677767754556666
T7.AQ7.KJ82.KQ64 KQ65.J983.93.AJ3 AJ9843.T6.QT5.T9 2.K542.A764.8752:54544343777754546666
K52.A32.KQ4.KT54 J73.K84.92.J9762 AQ964.JT7.8765.A T8.Q965.AJT3.Q83:33333333555533335555
JT7.Q8.KJT873.K7 A643.AJ752.A2.JT 9.K93.Q6.A986432 KQ852.T64.954.Q5:7676A9A9A89854544343
QT7632.A2.762.43 J84.98543.9.KT65 A5.T.AKT83.AQJ98 K9.KQJ76.QJ54.72:53522221888822324444
T842.KQ9.72.Q965 QJ963.T643.64.87 AK.J82.AKQ983.K2 75.A75.JT5.AJT43:22325555434322224444
KT62.7632.AK.652 A985.KJ.J63.AK93 J743.854.Q42.QT4 Q.AQT9.T9875.J87:888877778888AAAABABA
874.AQ.K92.KT864 QJ6.874.J73.QJ53 AK52.63.AT65.A92 T93.KJT952.Q84.7:32322222555522222222
JT73.643.K8.J642 4.J7.AJ97532.985 KQ862.QT2.T6.AQT A95.AK985.Q4.K73:BBDB7676BABADCDC9898
863.AQ.A9843.984 AJ97.9854.T752.7 .KT632.QJ.AQJ632 KQT542.J7.K6.KT5:75758888414143441111
KJ52.AQJ4.KJ872. 87643.T5.943.653 AQT9.62..AKQJT84 .K9873.AQT65.972:10102221334365760010
Q5432.5.QT96.A72 76.QJT73.K7.QJT3 AT8.A986.J84.K54 KJ9.K42.A532.986:76764444999955557777
K9.QJ875.AJ7.432 Q8532.A.QT3.K987 J764.KT9.6542.QJ AT.6432.K98.AT65:8888AAAA77778888BBBB
AK4.T72.K8632.K5 J9.98.AQ5.AQ7632 QT65.AJ65.74.JT8 8732.KQ43.JT9.94:77777676666676769898
A52.Q98764.A6.43 63.5.KQT973.Q962 KJT8.K3.J52.AKT5 Q974.AJT2.84.J87:43434444333376766566
J6.KJT987.AJ82.A K5.AQ53.765.J965 QT8743.4.Q3.K742 A92.62.KT94.QT83:66664444646676767777
K983.KJ984.976.A 64.QT73.J2.JT872 J5.A6.KQT53.KQ64 AQT72.52.A84.953:33334444434322225454
93.K8762.T76.A62 AJ2.JT3.KQJ52.Q9 K8754.9.A3.KJ874 QT6.AQ54.984.T53:66664344666687873233
AJ853.J987.AQ8.6 Q4.K62.972.J9542 KT97.4.KT653.T73 62.AQT53.J4.AKQ8:83832121888822229999
2.J6532.Q82.J643 QJ76.Q87.965.982 843.T94.J73.KQT5 AKT95.AK.AKT4.A7:CBCBCCCC8787CCCC8787
KT963.Q2.K32.QJ2 Q8.A3.JT875.AK93 AJ752.K86.Q94.54 4.JT9754.A6.T876:65554444A9A98788AAAA
